44;55,77318063;37,5351394;Детский садик №44;Камелия;400 мест;25 воспитателя
45;55,61399919;37,48826942;Детский садик №45;Одуванчик;460 мест;13 воспитателей
46;55,8617134;37,55383948;Детский садик №46;Березка;500 мест;20 воспитателей
47;55,64551649;37,39659411;Детский садик №47;Улыбка;700 мест;50 воспитателей
48;55,84938679;37,64572241;Детский садик №48;Самолетик;мест нет;25 воспитателя
49;55,79236494;37,48501146;Детский садик №49;Золушка;500 мест;13 воспитателей
50;55,8191512;37,57695373;Детский садик №50;Теремок;1500 мест;15 воспитателей
51;55,71460128;37,82833284;Детский садик №51;Аленушка;650 мест;20 воспитателей
52;55,86523936;37,72753957;Детский садик №52;Камелия;1300 мест;50 воспитателей
53;55,73921232;37,8099772;Детский садик №53;Одуванчик;1500 мест;15 воспитателей
54;55,65434377;37,78927432;Детский садик №54;Березка;мест нет;20 воспитателей
55;55,88056975;37,44141923;Детский садик №55;Улыбка;500 мест;50 воспитателей
56;55,66165206;37,45259407;Детский садик №56;Самолетик;1500 мест;26 воспитателя
57;55,49279592;37,59243752;Детский садик №57;Сказка;650 мест;13 воспитателей
58;55,63669763;37,63377246;Детский садик №58;Солнышко;50 мест;20 воспитателей
59;55,66653332;37,73185454;Детский садик №59;Русалочка;500 мест;50 воспитателей
60;55,64590793;37,70716415;Детский садик №60;Богатырь;2000 мест;26 воспитателя
61;55,86770186;37,6708457;Детский садик №61;Золушка;400 мест;15 воспитателей
62;55,6845111;37,42354868;Детский садик №62;Теремок;460 мест;20 воспитателей
63;55,63615115;37,38116908;Детский садик №63;Аленушка;500 мест;50 воспитателей
64;55,7072714;37,7114985;Детский садик №64;Камелия;700 мест;26 воспитателя
65;55,76516647;37,63017348;Детский садик №65;Одуванчик;мест нет;13 воспитателей
66;55,83571946;37,49252655;Детский садик №66;Березка;500 мест;20 воспитателей
67;55,74760945;37,75742252;Детский садик №67;Улыбка;700 мест;50 воспитателей
68;55,78628005;37,57412874;Детский садик №68;Самолетик;мест нет;26 воспитателя
69;55,7493513;37,60156779;Детский садик №69;Сказка;500 мест;13 воспитателей
70;55,65351082;37,73352319;Детский садик №70;Солнышко;1500 мест;15 воспитателей
71;55,744537;37,50089115;Детский садик №71;Русалочка;650 мест;20 воспитателей
72;55,77827202;37,43866477;Детский садик №72;Богатырь;50 мест;50 воспитателей
73;55,70994535;37,72365675;Детский садик №73;Золушка;500 мест;15 воспитателей
74;55,58612087;37,58577409;Детский садик №74;Теремок;2000 мест;20 воспитателей
75;55,72299806;37,93919852;Детский садик №75;Аленушка;400 мест;50 воспитателей
76;55,94776989;37,56122677;Детский садик №76;Камелия;460 мест;27 воспитателя
77;55,58503153;37,68288192;Детский садик №77;Одуванчик;500 мест;13 воспитателей
78;55,90098227;37,57177509;Детский садик №78;Березка;700 мест;20 воспитателей
79;55,7365539;37,73235765;Детский садик №79;Улыбка;мест нет;50 воспитателей
80;55,7101494;37,51805767;Детский садик №80;Самолетик;500 мест;27 воспитателя
81;55,64635384;37,80390028;Детский садик №81;Сказка;1500 мест;15 воспитателей
82;55,72382261;37,63763335;Детский садик №82;Солнышко;650 мест;20 воспитателей
83;55,86274245;37,51361377;Детский садик №83;Русалочка;500 мест;50 воспитателей
84;55,72072898;37,55885412;Детский садик №84;Богатырь;700 мест;27 воспитателя
85;55,65550328;37,50967841;Детский садик №85;Золушка;мест нет;13 воспитателей
86;55,76945533;37,67942245;Детский садик №86;Теремок;500 мест;20 воспитателей
87;55,69994829;37,67630383;Детский садик №87;Аленушка;1500 мест;50 воспитателей
88;55,6455951;37,36488808;Детский садик №88;Камелия;650 мест;27 воспитателя
89;55,93470004;37,54607265;Детский садик №89;Одуванчик;50 мест;13 воспитателей
90;55,80193986;37,51073245;Детский садик №90;Березка;500 мест;15 воспитателей
91;55,82172028;37,46946525;Детский садик №91;Улыбка;2000 мест;20 воспитателей
92;55,72285664;37,83202029;Детский садик №92;Самолетик;400 мест;50 воспитателей
93;55,7265031;37,55642267;Детский садик №93;Золушка;460 мест;15 воспитателей
94;55,63675951;37,6543464;Детский садик №94;Теремок;500 мест;20 воспитателей
95;55,80834731;37,52194977;Детский садик №95;Аленушка;700 мест;50 воспитателей
96;55,53161029;37,53136704;Детский садик №96;Камелия;мест нет;28 воспитателя
97;55,80128537;37,75468555;Детский садик №97;Одуванчик;500 мест;13 воспитателей
98;55,62394827;37,64953813;Детский садик №98;Березка;1500 мест;20 воспитателей
99;55,79254723;37,61888701;Детский садик №99;Улыбка;650 мест;50 воспитателей
100;55,75647454;37,78187944;Детский садик №100;Самолетик;900 мест;28 воспитателя
101;55,66682706;37,42209646;Детский садик №101;Сказка;1100 мест;15 воспитателей
102;55,67349489;37,71805628;Детский садик №102;Солнышко;мест нет;20 воспитателей
103;55,70728167;37,87572067;Детский садик №103;Русалочка;500 мест;50 воспитателей
104;55,76052157;37,58196208;Детский садик №104;Богатырь;1500 мест;28 воспитателя
105;55,70446277;37,67289492;Детский садик №105;Золушка;650 мест;13 воспитателей
106;55,88739925;37,67446834;Детский садик №106;Теремок;50 мест;20 воспитателей
107;55,93432787;37,56713753;Детский садик №107;Аленушка;500 мест;50 воспитателей
108;55,51340824;37,58929276;Детский садик №108;Камелия;2000 мест;28 воспитателя
109;55,7991222;37,81491239;Детский садик №109;Одуванчик;400 мест;13 воспитателей
110;55,6182313;37,56463544;Детский садик №110;Березка;460 мест;15 воспитателей
111;55,59160701;37,6630957;Детский садик №111;Улыбка;500 мест;20 воспитателей
112;55,81138097;37,5939503;Детский садик №112;Самолетик;700 мест;50 воспитателей
113;55,71449626;37,53983403;Детский садик №113;Сказка;мест нет;15 воспитателей
114;55,67863536;37,79449894;Детский садик №114;Солнышко;500 мест;20 воспитателей
115;55,74513979;37,56711074;Детский садик №115;Русалочка;1500 мест;50 воспитателей
116;55,70037597;37,60818967;Детский садик №116;Богатырь;650 мест;29 воспитателя
117;55,63397898;37,75306556;Детский садик №117;Золушка;1300 мест;13 воспитателей
118;55,49766914;37,52846027;Детский садик №118;Теремок;1500 мест;20 воспитателей
119;55,7534489;37,8258241;Детский садик №119;Аленушка;мест нет;50 воспитателей
120;55,82786138;37,55972327;Детский садик №120;Камелия;500 мест;29 воспитателя
121;55,68534174;37,54434012;Детский садик №121;Одуванчик;1500 мест;15 воспитателей
122;55,69077888;37,64959562;Детский садик №122;Березка;650 мест;20 воспитателей
123;55,76947033;37,76671727;Детский садик №123;Улыбка;50 мест;50 воспитателей
124;55,66356805;37,70072141;Детский садик №124;Самолетик;500 мест;29 воспитателя
125;55,78904109;37,8025383;Детский садик №125;Сказка;2000 мест;13 воспитателей
126;55,5301471;37,58050695;Детский садик №126;Солнышко;400 мест;20 воспитателей
127;55,76546394;37,38686836;Детский садик №127;Русалочка;460 мест;50 воспитателей
128;55,66878513;37,5407903;Детский садик №128;Богатырь;500 мест;29 воспитателя
129;55,79032182;37,55998902;Детский садик №129;Золушка;700 мест;13 воспитателей
130;55,71547154;37,71797001;Детский садик №130;Теремок;мест нет;15 воспитателей
131;55,86594135;37,65477227;Детский садик №131;Аленушка;900 мест;20 воспитателей
132;55,82908167;37,79387303;Детский садик №132;Камелия;1100 мест;50 воспитателей
133;55,72145315;37,90736735;Детский садик №133;Одуванчик;мест нет;15 воспитателей
134;55,78919528;37,70304509;Детский садик №134;Березка;500 мест;20 воспитателей
135;55,88468971;37,66299389;Детский садик №135;Улыбка;1500 мест;50 воспитателей
136;55,87689313;37,5740367;Детский садик №136;Самолетик;650 мест;30 воспитателя
137;55,78117556;37,44077559;Детский садик №137;Золушка;50 мест;13 воспитателей
138;55,75410476;37,55242329;Детский садик №138;Теремок;500 мест;20 воспитателей
139;55,63869177;37,49097264;Детский садик №139;Аленушка;2000 мест;50 воспитателей
140;55,67659186;37,6734855;Детский садик №140;Камелия;400 мест;30 воспитателя
141;55,87088221;37,68348059;Детский садик №141;Одуванчик;460 мест;15 воспитателей
142;55,73890921;37,81218959;Детский садик №142;Березка;500 мест;20 воспитателей
143;55,62704613;37,64792746;Детский садик №143;Улыбка;700 мест;50 воспитателей
144;55,65102064;37,48668275;Детский садик №144;Самолетик;мест нет;30 воспитателя
145;55,53109903;37,5218348;Детский садик №145;Сказка;500 мест;13 воспитателей
146;55,85627865;37,57320848;Детский садик №146;Солнышко;1500 мест;20 воспитателей
147;55,73033665;37,61116482;Детский садик №147;Русалочка;650 мест;50 воспитателей
148;55,80975454;37,6484259;Детский садик №148;Богатырь;500 мест;30 воспитателя
149;55,81339288;37,81331635;Детский садик №149;Золушка;700 мест;13 воспитателей
150;55,88145807;37,51811921;Детский садик №150;Теремок;мест нет;15 воспитателей
151;55,75136076;37,72340835;Детский садик №151;Аленушка;500 мест;20 воспитателей
152;55,83880575;37,60029709;Детский садик №152;Камелия;1500 мест;50 воспитателей
153;55,62010058;37,54340873;Детский садик №153;Одуванчик;650 мест;15 воспитателей
154;55,75926269;37,79585986;Детский садик №154;Березка;50 мест;20 воспитателей
155;55,62340317;37,68027578;Детский садик №155;Улыбка;500 мест;50 воспитателей
156;55,50771935;37,54471551;Детский садик №156;Самолетик;2000 мест;31 воспитателя
157;55,82028511;37,59183578;Детский садик №157;Сказка;400 мест;13 воспитателей
158;55,8116152;37,56978206;Детский садик №158;Солнышко;460 мест;20 воспитателей
159;55,76018785;37,68793974;Детский садик №159;Русалочка;500 мест;50 воспитателей
160;55,6714256;37,41030473;Детский садик №160;Богатырь;700 мест;31 воспитателя
161;55,49292702;37,59441417;Детский садик №161;Золушка;мест нет;15 воспитателей
162;55,77603182;37,81759499;Детский садик №162;Теремок;500 мест;20 воспитателей
163;55,87278183;37,6452675;Детский садик №163;Аленушка;1500 мест;50 воспитателей
164;55,74671207;37,4980635;Детский садик №164;Камелия;650 мест;31 воспитателя
165;55,8158398;37,52712347;Детский садик №165;Одуванчик;900 мест;13 воспитателей
166;55,78399039;37,44656579;Детский садик №166;Березка;1100 мест;20 воспитателей
167;55,80022915;37,42184663;Детский садик №167;Улыбка;мест нет;50 воспитателей
168;55,76854128;37,49588552;Детский садик №168;Самолетик;500 мест;31 воспитателя
169;55,74413365;37,88791713;Детский садик №169;Сказка;1500 мест;13 воспитателей
170;55,87437446;37,45528591;Детский садик №170;Солнышко;650 мест;15 воспитателей
171;55,75825783;37,54024408;Детский садик №171;Русалочка;50 мест;20 воспитателей
172;55,78199962;37,68001423;Детский садик №172;Богатырь;500 мест;50 воспитателей
173;55,84856118;37,55670942;Детский садик №173;Золушка;2000 мест;15 воспитателей
174;55,73038083;37,4662203;Детский садик №174;Теремок;400 мест;20 воспитателей
175;55,86799013;37,62156868;Детский садик №175;Аленушка;460 мест;50 воспитателей
176;55,65277064;37,49038052;Детский садик №176;Камелия;500 мест;32 воспитателя
177;55,68223084;37,95352386;Детский садик №177;Одуванчик;700 мест;13 воспитателей
178;55,71553916;37,65936693;Детский садик №178;Березка;мест нет;20 воспитателей
179;55,62453172;37,72201843;Детский садик №179;Улыбка;500 мест;50 воспитателей
180;55,69138472;37,58620955;Детский садик №180;Самолетик;1500 мест;32 воспитателя
181;55,87931346;37,57261515;Детский садик №181;Золушка;650 мест;15 воспитателей
182;55,80702983;37,45245586;Детский садик №182;Теремок;1300 мест;20 воспитателей
183;55,82914792;37,41127776;Детский садик №183;Аленушка;1500 мест;50 воспитателей
184;55,73590691;37,46417569;Детский садик №184;Камелия;мест нет;32 воспитателя
185;55,8124861;37,73876657;Детский садик №185;Одуванчик;500 мест;13 воспитателей
186;55,58579238;37,59129928;Детский садик №186;Березка;1500 мест;20 воспитателей
187;55,6757058;37,68024756;Детский садик №187;Улыбка;650 мест;50 воспитателей
188;55,74410174;37,40137015;Детский садик №188;Самолетик;50 мест;32 воспитателя
189;55,59602233;37,60899977;Детский садик №189;Сказка;500 мест;13 воспитателей
190;55,84564425;37,49576559;Детский садик №190;Солнышко;2000 мест;15 воспитателей
191;55,85565569;37,62883956;Детский садик №191;Русалочка;400 мест;20 воспитателей
192;55,84520073;37,78607383;Детский садик №192;Богатырь;460 мест;50 воспитателей
193;55,709393;37,40951195;Детский садик №193;Золушка;500 мест;15 воспитателей
194;55,6524669;37,64925129;Детский садик №194;Теремок;700 мест;20 воспитателей
195;55,87657158;37,51361456;Детский садик №195;Аленушка;мест нет;50 воспитателей
196;55,85302867;37,62324432;Детский садик №196;Камелия;1300 мест;33 воспитателя
197;55,69169075;37,49247925;Детский садик №197;Одуванчик;1500 мест;13 воспитателей
198;55,79252465;37,57102995;Детский садик №198;Березка;мест нет;20 воспитателей
199;55,71835724;37,9166906;Детский садик №199;Улыбка;500 мест;50 воспитателей
200;55,76817969;37,47497595;Детский садик №200;Самолетик;1500 мест;33 воспитателя
201;55,87949285;37,53813824;Детский садик №201;Сказка;650 мест;15 воспитателей
202;55,88360546;37,39101758;Детский садик №202;Солнышко;50 мест;20 воспитателей
203;55,60315599;37,57999776;Детский садик №203;Русалочка;500 мест;50 воспитателей
204;55,69312517;37,8174761;Детский садик №204;Богатырь;2000 мест;33 воспитателя
205;55,78055759;37,79523315;Детский садик №205;Золушка;400 мест;13 воспитателей
206;55,79525809;37,77670884;Детский садик №206;Теремок;460 мест;20 воспитателей
207;55,59971402;37,54406092;Детский садик №207;Аленушка;500 мест;50 воспитателей
208;55,63640309;37,80609489;Детский садик №208;Камелия;700 мест;33 воспитателя
209;55,84867824;37,64485811;Детский садик №209;Одуванчик;мест нет;13 воспитателей
210;55,83126968;37,45452519;Детский садик №210;Березка;500 мест;15 воспитателей
211;55,72162594;37,66997491;Детский садик №211;Улыбка;1500 мест;20 воспитателей
212;55,71188502;37,94647136;Детский садик №212;Самолетик;650 мест;50 воспитателей
213;55,78761975;37,5367038;Детский садик №213;Сказка;500 мест;15 воспитателей
214;55,93800138;37,37044832;Детский садик №214;Солнышко;700 мест;20 воспитателей
215;55,67044413;37,78023455;Детский садик №215;Русалочка;мест нет;50 воспитателей
216;55,84256924;37,77054432;Детский садик №216;Богатырь;500 мест;34 воспитателя
217;55,8244539;37,65786827;Детский садик №217;Золушка;1500 мест;13 воспитателей
218;55,65548075;37,69676513;Детский садик №218;Теремок;650 мест;20 воспитателей
219;55,71127694;37,85776118;Детский садик №219;Аленушка;50 мест;50 воспитателей
220;55,8201338;37,73034234;Детский садик №220;Камелия;500 мест;34 воспитателя
221;55,64501639;37,6321875;Детский садик №221;Одуванчик;2000 мест;15 воспитателей
222;55,83265323;37,62029369;Детский садик №222;Березка;400 мест;20 воспитателей
223;55,67873707;37,95796915;Детский садик №223;Улыбка;460 мест;50 воспитателей
224;55,49568068;37,52466308;Детский садик №224;Самолетик;500 мест;34 воспитателя
225;55,78942315;37,61637182;Детский садик №225;Сказка;700 мест;13 воспитателей
226;55,68337263;37,35274313;Детский садик №226;Солнышко;мест нет;20 воспитателей
227;55,70684393;37,53585498;Детский садик №227;Русалочка;500 мест;50 воспитателей
228;55,69330402;37,49823676;Детский садик №228;Богатырь;1500 мест;34 воспитателя
229;55,6272642;37,48086146;Детский садик №229;Золушка;650 мест;13 воспитателей
230;55,66913769;37,41285626;Детский садик №230;Теремок;900 мест;15 воспитателей
231;55,88287462;37,60849661;Детский садик №231;Аленушка;1100 мест;20 воспитателей
232;55,68102883;37,6909077;Детский садик №232;Камелия;мест нет;50 воспитателей
233;55,82913339;37,77675605;Детский садик №233;Одуванчик;500 мест;15 воспитателей
234;55,81660713;37,5316532;Детский садик №234;Березка;1500 мест;20 воспитателей
235;55,84157939;37,60061253;Детский садик №235;Улыбка;650 мест;50 воспитателей
236;55,74490072;37,59898863;Детский садик №236;Самолетик;50 мест;35 воспитателя
237;55,61902397;37,63842895;Детский садик №237;Сказка;500 мест;13 воспитателей
238;55,72425038;37,62887114;Детский садик №238;Солнышко;2000 мест;20 воспитателей
239;55,7063337;37,66800697;Детский садик №239;Русалочка;400 мест;50 воспитателей
240;55,8963039;37,5638395;Детский садик №240;Богатырь;460 мест;35 воспитателя
241;55,66728875;37,65427569;Детский садик №241;Золушка;500 мест;15 воспитателей
242;55,93871017;37,55431296;Детский садик №242;Теремок;700 мест;20 воспитателей
243;55,62142953;37,56216034;Детский садик №243;Аленушка;мест нет;50 воспитателей
244;55,64430617;37,46050355;Детский садик №244;Камелия;500 мест;35 воспитателя
245;55,82745044;37,46165764;Детский садик №245;Одуванчик;1500 мест;13 воспитателей
246;55,76575729;37,44196298;Детский садик №246;Березка;650 мест;20 воспитателей
247;55,7617131;37,51078654;Детский садик №247;Улыбка;1300 мест;50 воспитателей
248;55,69522983;37,34553648;Детский садик №248;Самолетик;1500 мест;35 воспитателя
249;55,77447879;37,56550027;Детский садик №249;Сказка;мест нет;13 воспитателей
250;55,78575533;37,58501807;Детский садик №250;Солнышко;500 мест;15 воспитателей
251;55,84947712;37,71826153;Детский садик №251;Русалочка;1500 мест;20 воспитателей
252;55,80851608;37,78352224;Детский садик №252;Богатырь;650 мест;50 воспитателей
253;55,82285004;37,56892616;Детский садик №253;Золушка;50 мест;15 воспитателей
254;55,63342975;37,56344333;Детский садик №254;Теремок;500 мест;20 воспитателей
255;55,80681005;37,44712659;Детский садик №255;Аленушка;2000 мест;50 воспитателей
256;55,89704853;37,59124864;Детский садик №256;Камелия;400 мест;36 воспитателя
257;55,49268254;37,58760489;Детский садик №257;Одуванчик;460 мест;13 воспитателей
258;55,69503057;37,6652201;Детский садик №258;Березка;500 мест;20 воспитателей
259;55,87460629;37,62859564;Детский садик №259;Улыбка;700 мест;50 воспитателей
260;55,76061939;37,76788403;Детский садик №260;Самолетик;мест нет;36 воспитателя
261;55,68304069;37,64886676;Детский садик №261;Сказка;1700 мест;15 воспитателей
262;55,81580888;37,79457256;Детский садик №262;Солнышко;1900 мест;20 воспитателей
263;55,87296246;37,42591658;Детский садик №263;Русалочка;мест нет;50 воспитателей
264;55,86244828;37,6390664;Детский садик №264;Богатырь;500 мест;36 воспитателя
265;55,66970231;37,44383428;Детский садик №265;Золушка;1500 мест;13 воспитателей
266;55,76532325;37,38272413;Детский садик №266;Теремок;650 мест;20 воспитателей
267;55,89294717;37,51242109;Детский садик №267;Аленушка;50 мест;50 воспитателей
268;55,77074755;37,70600987;Детский садик №268;Камелия;500 мест;36 воспитателя
269;55,65674089;37,64056588;Детский садик №269;Одуванчик;2000 мест;13 воспитателей
270;55,70537866;37,3746193;Детский садик №270;Березка;400 мест;15 воспитателей
271;55,83363348;37,67981917;Детский садик №271;Улыбка;460 мест;20 воспитателей
272;55,86219866;37,74035371;Детский садик №272;Самолетик;500 мест;50 воспитателей
273;55,66683693;37,66075605;Детский садик №273;Золушка;700 мест;15 воспитателей
274;55,64864554;37,50685295;Детский садик №274;Теремок;мест нет;20 воспитателей
275;55,80790942;37,7441088;Детский садик №275;Аленушка;500 мест;50 воспитателей
276;55,71414094;37,79521583;Детский садик №276;Камелия;1500 мест;37 воспитателя
277;55,6416094;37,59778269;Детский садик №277;Одуванчик;650 мест;13 воспитателей
278;55,80348756;37,82580011;Детский садик №278;Березка;500 мест;20 воспитателей
279;55,71428568;37,94794578;Детский садик №279;Улыбка;700 мест;50 воспитателей
280;55,70034943;37,81367258;Детский садик №280;Самолетик;мест нет;37 воспитателя
281;55,9531423;37,35236476;Детский садик №281;Сказка;500 мест;15 воспитателей
282;55,66158083;37,50569399;Детский садик №282;Солнышко;1500 мест;20 воспитателей
283;55,76154058;37,58064454;Детский садик №283;Русалочка;650 мест;50 воспитателей
284;55,74926311;37,72066386;Детский садик №284;Богатырь;50 мест;37 воспитателя
285;55,58919139;37,69107127;Детский садик №285;Золушка;500 мест;13 воспитателей
286;55,61975649;37,50979203;Детский садик №286;Теремок;2000 мест;20 воспитателей
287;55,75313423;37,66979559;Детский садик №287;Аленушка;400 мест;50 воспитателей
288;55,85167915;37,43063711;Детский садик №288;Камелия;460 мест;37 воспитателя
289;55,74771243;37,60620744;Детский садик №289;Одуванчик;500 мест;13 воспитателей
290;55,80598317;37,69063896;Детский садик №290;Березка;700 мест;15 воспитателей
291;55,85275582;37,44063463;Детский садик №291;Улыбка;мест нет;20 воспитателей
292;55,69390878;37,73658409;Детский садик №292;Самолетик;500 мест;50 воспитателей
293;55,75040509;37,82649174;Детский садик №293;Сказка;1500 мест;15 воспитателей
294;55,86429993;37,60260928;Детский садик №294;Солнышко;650 мест;20 воспитателей
295;55,83793562;37,64895076;Детский садик №295;Русалочка;900 мест;50 воспитателей
296;55,83819161;37,48067122;Детский садик №296;Богатырь;1100 мест;38 воспитателя
297;55,81919835;37,57195686;Детский садик №297;Золушка;мест нет;13 воспитателей
298;55,77295027;37,74402018;Детский садик №298;Теремок;500 мест;20 воспитателей
299;55,85803159;37,45727685;Детский садик №299;Аленушка;1500 мест;50 воспитателей
300;55,66229821;37,67448429;Детский садик №300;Камелия;650 мест;38 воспитателя
301;55,86458952;37,54504977;Детский садик №301;Одуванчик;50 мест;15 воспитателей
302;55,58305777;37,69807564;Детский садик №302;Березка;500 мест;20 воспитателей
303;55,58580802;37,67747621;Детский садик №303;Улыбка;2000 мест;50 воспитателей
304;55,75194282;37,79896371;Детский садик №304;Самолетик;400 мест;38 воспитателя
305;55,85662281;37,75598878;Детский садик №305;Сказка;460 мест;13 воспитателей
306;55,79990219;37,51089577;Детский садик №306;Солнышко;500 мест;20 воспитателей
307;55,52460571;37,55945409;Детский садик №307;Русалочка;700 мест;50 воспитателей
308;55,67882276;37,94605707;Детский садик №308;Богатырь;мест нет;38 воспитателя
309;55,86111657;37,52832822;Детский садик №309;Золушка;500 мест;13 воспитателей
310;55,63265881;37,73156271;Детский садик №310;Теремок;1500 мест;15 воспитателей
311;55,64493614;37,77566728;Детский садик №311;Аленушка;650 мест;20 воспитателей
312;55,69798957;37,67268669;Детский садик №312;Камелия;1300 мест;50 воспитателей
313;55,85098334;37,42058786;Детский садик №313;Одуванчик;1500 мест;15 воспитателей
314;55,76023317;37,59106262;Детский садик №314;Березка;мест нет;20 воспитателей
315;55,62421211;37,69130683;Детский садик №315;Улыбка;500 мест;50 воспитателей
316;55,669298;37,67332054;Детский садик №316;Самолетик;1500 мест;39 воспитателя
317;55,83903879;37,70272857;Детский садик №317;Золушка;650 мест;13 воспитателей
318;55,74875195;37,76920825;Детский садик №318;Теремок;50 мест;20 воспитателей
319;55,68751799;37,71885387;Детский садик №319;Аленушка;500 мест;50 воспитателей
320;55,72947569;37,59861667;Детский садик №320;Камелия;2000 мест;39 воспитателя
321;55,61251983;37,69228711;Детский садик №321;Одуванчик;400 мест;15 воспитателей
322;55,60980097;37,69499461;Детский садик №322;Березка;460 мест;20 воспитателей
323;55,89211718;37,50803801;Детский садик №323;Улыбка;500 мест;50 воспитателей
324;55,74658615;37,57690683;Детский садик №324;Самолетик;700 мест;39 воспитателя
325;55,69130159;37,94287958;Детский садик №325;Сказка;мест нет;13 воспитателей
326;55,65503307;37,51213329;Детский садик №326;Солнышко;2100 мест;20 воспитателей
327;55,84757597;37,63262291;Детский садик №327;Русалочка;2300 мест;50 воспитателей
328;55,74832721;37,47956995;Детский садик №328;Богатырь;мест нет;39 воспитателя
329;55,49831678;37,54670048;Детский садик №329;Золушка;500 мест;13 воспитателей
330;55,93359358;37,52629074;Детский садик №330;Теремок;1500 мест;15 воспитателей
331;55,73474626;37,81983758;Детский садик №331;Аленушка;650 мест;20 воспитателей
332;55,57307007;37,66523413;Детский садик №332;Камелия;50 мест;50 воспитателей
333;55,87477441;37,6256736;Детский садик №333;Одуванчик;500 мест;15 воспитателей
334;55,78032612;37,56756206;Детский садик №334;Березка;2000 мест;20 воспитателей
335;55,82917611;37,54868565;Детский садик №335;Улыбка;400 мест;50 воспитателей
336;55,68817363;37,34128958;Детский садик №336;Самолетик;460 мест;40 воспитателя
337;55,64789234;37,68620089;Детский садик №337;Сказка;500 мест;13 воспитателей
338;55,58808173;37,56867917;Детский садик №338;Солнышко;700 мест;20 воспитателей
339;55,82333694;37,8236622;Детский садик №339;Русалочка;мест нет;50 воспитателей
340;55,67816005;37,64418468;Детский садик №340;Богатырь;500 мест;40 воспитателя
341;55,70999695;37,53158939;Детский садик №341;Золушка;1500 мест;15 воспитателей
342;55,80854688;37,65828109;Детский садик №342;Теремок;650 мест;20 воспитателей
343;55,69796873;37,36827506;Детский садик №343;Аленушка;500 мест;50 воспитателей
